URL,Mã_Tin,Tên_Xe,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Mô_Tả,Người_Liên_Hệ
https://bonbanh.com/xe-toyota-alphard-luxury-executive-lounge-2018-6568875,6568875,"Xe 
			
							Toyota Alphard 
						Luxury Executive Lounge 
						2018
						- 2 Tỷ 599 Triệu",2018,Xe đã dùng,"84,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Xăng  3.5 L,Đen,Đen,7 chỗ,5 cửa,FWD - Dẫn động cầu trước,"Bách Hải auto luxury car
 | Xe đang bán :Toyota Alphard
 | Sản xuất : 2018
 | Odo : 84.000km
 | - Hệ thống âm thanh chất lượng cao với 17 loa JBL
 | -ghế VIP/chuyên cơ có thể chỉnh điện + đệm đỡ chân, mang lại tư thế ngồi rất thoải mái
 | -có màn hình riêng cho hàng ghế sau, giúp hành khách phía sau giải trí khi di chuyển.
 | -Lên ghế masage, màn hình android
 | Hỗ trợ bank 70% giá trị xe
 | * Cam kết chất lượng xe trên hợp đồng
 | • Giao xe và rút hồ sơ xe toàn quốc
 | Chi tiết vui lòng liên hệ theo số hotline
 | Showroom Bách Hải Auto - Thương hiệu đc khẳng định
 | Địa chỉ : 15 Lê Văn Lương - Trung Hòà - Cầu Giấy - Hà Nội",Bách Hải Auto
https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-luxury-2023-6524176,6524176,"Xe 
			
							Mercedes Benz S class 
						S450 4Matic Luxury 
						2023
						- 3 Tỷ 800 Triệu",2023,Xe đã dùng,"12,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Xanh,Đen,5 chỗ,4 cửa,AWD - 4 bánh toàn thời gian,"Mercedes S450 Luxury 4matic Model 2023, màu xanh đen, nội thất đen, đẹp xuất sắc, chắc chắn chuẩn bao test kiểm tra chính hãng. 
 | - Lăn bánh được 12.000km.
 | - Bảo hành chính hãng không giới hạn Km đến cuối năm 2026.
 | - S450 Luxury 4matic đời mới có thiết kế mới.
 | - Hệ thống âm thanh 3D Burmester.
 | - Ghế thương gia, Massage. 
 | - Động cơ Mild-Hybrid tiết kiệm và cực kỳ êm ái.
 | - Xe nhập Chính hãng Xuất hóa đơn .tương đương giá bán xuất đủ
 | _.
 | Auto Minh Luân cam kết:
 | + Đảm bảo không tai nạn ngập nước,
 | + Máy móc nguyên zin,
 | + Tình trạng xe còn rất mới 90/100.
 | _.
 | - Hỗ trợ khách hàng làm thủ tục vay trả góp ngân hàng lãi suất thấp
 | - Mọi thông tin về xe xin hãy liên hệ để được tư vấn tốt nhất. AUTO MINH LUAN. Salon hỗ trợ khách hàng làm thủ tục vay trả góp ngân hàng lãi suất thấp. Quý khách quan tâm vui lòng liên hệ MINH LUAN AUTO để biết thêm thông tin chi tiết.",Salon Auto Minh Luân
https://bonbanh.com/xe-vinfast-vf8-eco-awd-2022-6542419,6542419,"Xe 
			
							VinFast VF8 
						Eco AWD 
						2022
						- 548 Triệu",2022,Xe đã dùng,"64,000 Km",Lắp ráp trong nước,SUV,Số tự động,Điện,Trắng,Đen,5 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"BÁN GẤP – GIÁ SỐC KHÔNG TƯỞNG (đã áp các loại km)
 | VINFAST VF8 ECO 2022 – CHẠY 6 VẠN KM – ĐẸP KHÔNG TÌ VẾT! | 
 | Anh em nào đang tìm xe điện ngon – bổ – rẻ thì đừng lướt qua, phí cả cơ hội vàng! | 
 |  VF8 bản Eco – SX 2022
 |  Đi chuẩn 6 vạn km – máy êm, pin ổn định
 |  Nội thất đen sang trọng, giữ gìn như mới
 |  Ngoại hình đẹp xuất sắc, không một điểm chê
 |  Lên đời xe điện mới nên bán – xe gia đình dùng kỹ, nói không với đâm đụng – ngập nước | 
 |  Giá để anh em hốt nhanh – rẻ nhất thị trường
 | Ai xem là chốt, ai thử là mê! | 
 |  Liên hệ ngay kẻo mất món ngon!
 | Xe đẹp – giá tốt – không mua là tiếc cả năm!",GF Thường Tín
https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2026-6599245,6599245,"Xe 
			
							Ford Everest 
						Titanium 2.0L 4x2 AT 
						2026
						- 1 Tỷ 219 Triệu",2026,Xe mới,,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa,RFD - Dẫn động cầu sau,"Ford Everest Titanium 4x2 AT - KHUYẾN MÃI HẤP DẪN!!! | 
 | - Trang bị: Hệ thống đèn chiếu sáng trước LED, tự động bật đèn, màn hình cảm ứng đặt dọc 12 inch, hỗ trợ SYNC 4; đồng hồ TFT 12 inch; vô-lăng và ghế bọc da, ghế lái chỉnh điện 8 hướng, hàng ghế thứ 3 gập điện tiện lợi; sạc không dây; điều khiển âm thanh trên vô-lăng; chìa khóa thông minh; khởi động nút bấm; điều hòa tự động hai vùng; cửa sổ trời toàn cảnh...",Hà Hương
https://bonbanh.com/xe-mercedes_benz-glc-200-2020-6591409,6591409,"Xe 
			
							Mercedes Benz GLC 
						200 
						2020
						- 1 Tỷ 160 Triệu",2020,Xe đã dùng,"48,139 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Kem,5 chỗ,5 cửa,RFD - Dẫn động cầu sau,"GLC 200 sản xuất 2020, tư nhân HN, trắng nội thất kem, odo 4 vạn km zin, full lịch sử bảo hành hãng, bao check test toàn quốc, khuyến khích mua bán kiểm tra xe cùng bên thứ 3 
 | Hỗ trợ bank tối đa giá trị xe",Tiến Quân Car
https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2021-6694582,6694582,"Xe 
			
							Ford Ranger 
						Wildtrak 2.0L 4x4 AT 
						2021
						- 720 Triệu",2021,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Trắng,Đen,5 chỗ,4 cửa,4WD - Dẫn động 4 bánh,"Ford Ranger Wildtrak 4x4 - Sx2021
 | - Odo: 50.000km (chuẩn odo) 
 | - Đi lướt.
 | - Đã kiểm tra 167 điểm đâm đụng ngập nước có xác nhận của hãng. | 
 | - Giá: (có thương lượng thêm)",Mr.bảo
https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2026-6223942,6223942,"Xe 
			
							Mercedes Benz C class 
						C200 Avantgarde Plus 
						2026
						- 1 Tỷ 499 Triệu",2026,Xe mới,,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa,RFD - Dẫn động cầu sau,"ƯU ĐÃI ĐẶC BIỆT KHI MUA MERCEDES-BENZ NGAY HÔM NAY ! | 
 | (HOT) Ưu đãi giảm giá sâu lên tới 320 TRIỆU
 | Giảm 50% lệ phí trước bạ
 | Hỗ trợ mua xe trả góp đến 85%, thời gian vay mua xe tối đa lên đến 8 năm, lãi suất chỉ từ 0.5%
 | Tặng gói phụ kiện chính hãng lên đến 50 triệu (dán film cách nhiệt, phủ ceramic, thảm trải sàn)
 | Tặng bảo hiểm thân vỏ
 | Bảo dưỡng miễn phí
 | Quà tặng chính hãng đến từ Mercedes-benz Việt Nam (Ô, áo, mũ, gấu,...)
 | Lái thử xe, sẵn xe đủ màu giao ngay, hỗ trợ giao xe tận nhà.
 | Hỗ trợ đăng kí, đăng kiểm trọn gói. Hỗ trợ đấu giá lấy biển VVIP theo ý muốn, chi phí cực rẻ.
 | Bảo hành 5 năm trên Toàn Quốc. | 
 | Mercedes-Benz C 200 Plus nâng cấp những tính năng đáng tiền:
 | - Loa Burmester thiết kế tinh tế sang trọng, âm thanh tuyệt đỉnh
 | - Hệ thống lọc không khí ENERGIZING AIR CONTROL lần đầu tiên trang bị trên C Class
 | - Và Cụm đen Full Led - Chức năng hỗ trợ điều chỉnh Pha cốt tự động xịn xò
 | - Bộ mâm đa chấu trẻ trung | 
 | - Động cơ 204 mã lực.
 | - Nội thất ốp gỗ cao cấp
 | - Kết nối Apple Carplay và Android Auto không dây
 | - Đèn viền nội thất 64 màu
 | - Màn hình giải trí mới cảm ứng 11.9 inch
 | - Đèn pha Full Led cao cấp
 | - 15 loa Burmester
 | - Đá cốp thông minh
 | - KEYLESS-GO
 | ....Và nhiều tính năng an toàn khác...",Mr Chung
https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2024-6692405,6692405,"Xe 
			
							Hyundai Tucson 
						2.0 AT Đặc biệt 
						2024
						- 835 Triệu",2024,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa,FWD - Dẫn động cầu trước,"Bán xe Hyundai Tucson đời 2024 2.0 ATH, tên tư nhân sử dụng từ mới xe đi 3 vạn km. Xe được trang bị nhiều tiện ích như:
 | - Động cơ 2.0 mạnh mẽ- Hệ thống ABS, túi khí- Gương kính chỉnh điện- Chìa khóa thông minh , điều hoà tự động, cảnh báo lệch làn, hub kính, cam 360, cửa sổ trời paronama- Màn hình dvd kết hợp camera lùi
 | Xe đi 3 vạn km, bảo dưỡng và sử dụng kỹ nên chất lượng nên xe còn rất mới đến 90%, cam kết xe ko đâm va, ko ngập nước, hỗ trợ vay trả góp 75% giá trị xe, lãi suất ưu đãi. Sang tên chỉ mất 2% thuế
 | để biết thêm thông tin và liên hệ xem xe trực tiếp xin gọi theo sdt xin cảm ơn!",Minh Chuyên Auto
https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2023-6645668,6645668,"Xe 
			
							Hyundai SantaFe 
						Cao cấp 2.5L HTRAC 
						2023
						- 1 Tỷ 148 Triệu",2023,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Trắng,Nâu,7 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"Santafe sản xuất 2023 bản premium
 | Đi 3 vạn
 | - Trang bị: hệ dẫn động 4 bánh HTRAC, cửa sổ trời toàn cảnh, ghế da cao cấp sưởi/làm mát, cốp điện, sạc không dây, màn hình 10.25 inch, hệ thống âm thanh Harman Kardon, và gói an toàn SmartSense toàn diện ...
 | Quý khách vui lòng liên hệ xem xe để biết thêm thông tin chi tiết!",Nguyễn Hồng Đại
https://bonbanh.com/xe-mazda-cx8-premium-2024-6695637,6695637,"Xe 
			
							Mazda CX8 
						Premium 
						2024
						- 975 Triệu",2024,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Trắng,Nâu,7 chỗ,5 cửa,FWD - Dẫn động cầu trước,"MODEL MỚI PHOM MỚI NHẤT
 | CX8 2024 Premium trắng, chạy 2 vạn km, chất lượng tuyệt đối. Tiết kiệm khoản kha khá ạ, tự tin nhận cọc. Lỗi đốt xe luôn. Phân khúc 7 chỗ đáng đồng tiền bát gạo.
 | Xem xe tại hà nội",Thanh Xuân
https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2007-6691296,6691296,"Xe 
			
							Mercedes Benz C class 
						C200 Avantgarde 
						2007
						- 199 Triệu",2007,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.8 L,Đen,Đen,5 chỗ,4 cửa,RFD - Dẫn động cầu sau,"Mercedes Benz C200 sx 2007. Mới đi chỉ 8 vạn km ( siêu ít cho một chiếc xe 18 năm). Máy móc nguyên zin khô ráo. Thuộc lô đầu tiên lắp ráp trong nước nên 80% linh kiện là nhập Đức, loa Harman Kardon, có lốp sơ cua.",HT Car Auto
https://bonbanh.com/xe-ford-f150-limited-2016-6683819,6683819,"Xe 
			
							Ford F150 
						Limited 
						2016
						- 2 Tỷ 130 Triệu",2016,Xe đã dùng,"53,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Xăng  3.5 L,Trắng,Nâu,5 chỗ,4 cửa,4WD - Dẫn động 4 bánh,"DUY NHẤT TRÊN THỊ TRƯỜNG.
 | KHỦNG LONG NHẬP MỸ.
 | - Ford F150 Limited sx 2016 đăng ký lần đầu 2017, Odo: 53,000Miles siêu mới, biển A ko niên hạn ( Ô tô con Pickup ), siêu hiếm trên thị trường. Xe trang bị động cơ xăng V6 3.5L Ecoboost cho công suất 365hp. Xe trang bị full kịch Option: cửa trời toàn cảnh, cam 360, cảnh báo điểm mù, lazang 22inch, ghế massage, sưởi và làm mát ghế, nắp cuộn điện..vv
 | - Xe nguyên bản, cực mới, kiểm tra và giao xe toàn quốc.",Hà Nội - Auto
https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2020-6631758,6631758,"Xe 
			
							Toyota Fortuner 
						2.4G 4x2 MT 
						2020
						- 715 Triệu",2020,Xe đã dùng,14 Km,Lắp ráp trong nước,SUV,Số tay,Dầu  2.4 L,Trắng,Đen,7 chỗ,5 cửa,RFD - Dẫn động cầu sau,"AUTO SƠN HÀ 
 |  Toyota Fortuner 2.4G 4x2 MT - 2020 cực mượt, một chiếc SUV được thịnh hành nhất nhì tại thị trường Việt Nam.
 |  Xe màu trắng , máy dầu 1 cầu, biển trắng, 1 chủ từ mới
 |  ODO : 140.000 km 
 |  Chiếc xe Fortuner mang dáng dấp hầm hố và đẳng cấp. Xe đi chơi, xe gia đình, xe đi công việc cũng quá hợp lí,trang bị hàng loạt tính năng an toàn và hiện đại ...
 |  ---
 | ✓ Cam kết không đâm đụng, ngập nước, động cơ nguyên bản
 | ✓ Hỗ trợ thủ tục vay ngân hàng
 | ✓ Hỗ trợ thủ tục pháp lý sang tên, di chuyển
 | ✓ Bao check, test toàn quốc
 | ✓ Tư vấn 24/7 mọi vấn đề về xe",Auto Sơn Hà
https://bonbanh.com/xe-lexus-lx-570-2018-6549515,6549515,"Xe 
			
							Lexus LX 
						570 
						2018
						- 5 Tỷ 950 Triệu",2018,Xe đã dùng,"93,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Trắng,Đỏ,7 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"Lexus LX570
 | - Sx 2018 odo 93.000 Km
 | - màu Trắng nội thất Đỏ đô
 | - Bản 8 ghế, nhập Nhật Bản
 | - động cơ V8 5.7L AT 8 cấp
 | - 362 Mã / 530 Nm
 | - Dẫn động Awd
 | ✓ Option:
 | - Nâng hạ gầm, cửa sổ trời
 | - 2 màn hình gối đầu
 | - Cam 360, hắt kính Hud
 | - Cốp điện, hộp lạnh, hàng ghế 3 xếp điện
 | - Sưởi, làm mát lưng ghế, nhớ 3 vị trí
 | - Loa 3d Mark Levision
 | - 3 chế độ lái, vô lăng chỉnh điện
 | - Cruise control, lẫy sang số thể thao
 | - Kết nối đt, ra lệnh giọng nói
 | - 10 túi khí....
 | ⚠️ Xe bảo dưỡng chính hãng đầy đủ
 |  4 Cam Kết Bán Hàng:
 | 1 - Số Km trung thực
 | 2 - Động cơ, khung gầm nguyên bản theo nhà sx
 | 3 - Không ta i nạ n
 | 4 - Không thủy kích
 | - Bank hỗ trợ 60-65%
 |  Auto Xuyên Á 720 Trường Chinh - Tân Bình - Tphcm",Salon Auto Xuyên Á
https://bonbanh.com/xe-hyundai-accent-1.4-mt-2021-6694479,6694479,"Xe 
			
							Hyundai Accent 
						1.4 MT 
						2021
						- 319 Triệu",2021,Xe đã dùng,"100,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.4 L,Trắng,Kem,5 chỗ,4 cửa,FWD - Dẫn động cầu trước,"* Accent 1.4 MT bản Đủ - sản xuất 2021 - ODO 10 Vạn km xe cực chất!
 | Tình trạng: xe có bị lỗi đít (mất chỉ cốp)
 | Còn lại zin hết - cả hệ thống kính zin theo xe.  | 
 | - Tất cả xe bán ra đều có cam kết:
 | - Bao check test bên thứ 3
 | - Bao quay đầu hoặc đổi các lên đời
 | - Pháp lý chuẩn chỉ (sang tên chính chủ)
 | - Hỗ trợ vay bank 70% giá trị xe
 | - Hỗ trợ vận chuyển xe toàn quốc
 | Chi tiết xem xe và trải nghiệm tại: VINH QUANG AUTO - Linh Đàm - Hà Nội | 
 | VINH QUANG AUTO --- Xe chất - Giá tốt!",Vinh Quang Auto
https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-6685845,6685845,"Xe 
			
							Toyota Land Cruiser 
						3.5 V6 
						2024
						- 5 Tỷ 280 Triệu",2024,Xe đã dùng,"30,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.4 L,Đồng,Kem,7 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"Liên hệ ngay để được tư vấn chi tiết về sản phẩm và các trang thiết bị được lắp thêm theo xe!
 | Xe đã qua sử dụng chính hãng tại Toyota Pháp Vân
 | Xe đã được kiểm tra 176 hạng mục theo tiêu chuẩn của Toyota.
 | Xe được bảo hành và cam kết khung gầm, động cơ hộp số nguyên bản. Cam kết xe không đâm đụng, không bị ngập nước thuỷ kích.
 | Có hỗ trợ vay ngân hàng từ 70-75% giá trị xe
 | Ưu tiên thu mua đổi xe cũ lấy xe mới, xe cũ lấy xe cũ đời cao.
 | Gọi em ngay để được mua giá tốt.
 | Cám ơn quý khách đã quan tâm và sử dụng dịch vụ!",Toyota Sure Pháp Vân
https://bonbanh.com/xe-mini-cooper-s-5-door-2022-6667063,6667063,"Xe 
			
							Mini Cooper 
						S 5 Door 
						2022
						- 1 Tỷ 558 Triệu",2022,Xe đã dùng,"6,666 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  2.0 L,Xám,Nâu,5 chỗ,5 cửa,FWD - Dẫn động cầu trước,"#MINI_Cooper_S 5 Door Model 2023 Odo 6.666 Miles ( Mini 3 Cửa Cực Xinh ).  | 
 |  Màu Xám Rooftop Grey / nội thất Nâu
 |  Động cơ BMW 2.0L TwinPower Turbo công suất 192 mã lực và mô-men xoắn cực đại 280Nm. Hộp số ly hợp kép 7 cấp Steptronic.
 |  Xe trang bị: Đèn pha Full LED, mâm 1i inch Pulse Spoke, ghế da Chester Malt cao cấp, cửa sổ trời, 6 loa cao cấp, màn hình cảm ứng 8.8 inch, Apple Carplay không dây, vô lăng bọc da nappa, camera lùi,... | 
 |  Bảo hành chính hãng không giới hạn km ,Bao test hãng Toàn Quốc.
 |  Tặng ngay gói chăm sóc xe và phủ Ceramic cao cấp .
 |  CAM KẾT ; xe không đâm đụng, không ngập nước, km chuẩn.
 |  Ngân hàng hỗ trợ 70% _90% .
 |  Giá tham khảo : 1.Tỷ xxx VND",Phát Đạt Luxury Car
https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-maybach-2020-6649708,6649708,"Xe 
			
							Mercedes Benz S class 
						S450 4Matic Maybach 
						2020
						- 4 Tỷ 499 Triệu",2020,Xe đã dùng,"42,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Đen,Kem,4 chỗ,4 cửa,AWD - 4 bánh toàn thời gian,"#Mercedes_Maybach_S450 sản xuất 2020 lăn bánh chuẩn 41.111 km . Chất xe cực kỳ mới , đẹp không tỳ vết.  | 
 | Màu đen nội thất kem siêu hiếm , xe bảo dưỡng full lịch sử hãng , 1 xe duy nhất thị trường !",Mr Phong La
https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2026-6621043,6621043,"Xe 
			
							Ford Ranger 
						XLS 2.0L 4x2 AT 
						2026
						- 595 Triệu",2026,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Trắng,Đen,5 chỗ,4 cửa,RFD - Dẫn động cầu sau,"Ford Ranger XLS 2.0L 4x2 AT 2026 | 
 | Xe sẵn đủ màu, giao ngay
 | Cam kết giá tốt, cạnh tranh
 | Hỗ trợ TG lãi suất tốt, thủ tục giải ngân nhanh
 | Tư vấn tận tâm, tận tình | 
 | Ford Ranger XLS 2.0L 4x2 AT 2026 | 
 | - Ngoại hình mới hầm hố đậm chất Mỹ, thiết kế cụm đèn chữ C kiểu F150
 | - Nội thất rộng rãi 5 chỗ ngồi
 | - Động cơ Diesel 2.0L mới 170 mã lực
 | - Số tự động 6 cấp mới
 | - Tay lái trợ lực điện
 | - Rất tiếp kiệm dầu
 | - An toàn ABS, EDB, kiểm soát lật xe+trọng tải, Cruise - Lim Control, khởi hành ngang dốc
 | - 6 túi khí
 | - Hệ thống Sync 4A, màn hình cảm ứng 10 "". Kết nối Carplay, Androi Auto
 | - Màn hình công tơ mét 8 ""
 | ———————————————————
 | Tư vấn - Phục vụ 24/7 cho ACE khi cần hỗ trợ về xe",Hà Nội Ford
https://bonbanh.com/xe-toyota-alphard-luxury-executive-lounge-2018-6568875,6568875,"Xe 
			
							Toyota Alphard 
						Luxury Executive Lounge 
						2018
						- 2 Tỷ 599 Triệu",2018,Xe đã dùng,"84,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Xăng  3.5 L,Đen,Đen,7 chỗ,5 cửa,FWD - Dẫn động cầu trước,"Bách Hải auto luxury car
 | Xe đang bán :Toyota Alphard
 | Sản xuất : 2018
 | Odo : 84.000km
 | - Hệ thống âm thanh chất lượng cao với 17 loa JBL
 | -ghế VIP/chuyên cơ có thể chỉnh điện + đệm đỡ chân, mang lại tư thế ngồi rất thoải mái
 | -có màn hình riêng cho hàng ghế sau, giúp hành khách phía sau giải trí khi di chuyển.
 | -Lên ghế masage, màn hình android
 | Hỗ trợ bank 70% giá trị xe
 | * Cam kết chất lượng xe trên hợp đồng
 | • Giao xe và rút hồ sơ xe toàn quốc
 | Chi tiết vui lòng liên hệ theo số hotline
 | Showroom Bách Hải Auto - Thương hiệu đc khẳng định
 | Địa chỉ : 15 Lê Văn Lương - Trung Hòà - Cầu Giấy - Hà Nội",Bách Hải Auto
https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-luxury-2023-6524176,6524176,"Xe 
			
							Mercedes Benz S class 
						S450 4Matic Luxury 
						2023
						- 3 Tỷ 800 Triệu",2023,Xe đã dùng,"12,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Xanh,Đen,5 chỗ,4 cửa,AWD - 4 bánh toàn thời gian,"Mercedes S450 Luxury 4matic Model 2023, màu xanh đen, nội thất đen, đẹp xuất sắc, chắc chắn chuẩn bao test kiểm tra chính hãng. 
 | - Lăn bánh được 12.000km.
 | - Bảo hành chính hãng không giới hạn Km đến cuối năm 2026.
 | - S450 Luxury 4matic đời mới có thiết kế mới.
 | - Hệ thống âm thanh 3D Burmester.
 | - Ghế thương gia, Massage. 
 | - Động cơ Mild-Hybrid tiết kiệm và cực kỳ êm ái.
 | - Xe nhập Chính hãng Xuất hóa đơn .tương đương giá bán xuất đủ
 | _.
 | Auto Minh Luân cam kết:
 | + Đảm bảo không tai nạn ngập nước,
 | + Máy móc nguyên zin,
 | + Tình trạng xe còn rất mới 90/100.
 | _.
 | - Hỗ trợ khách hàng làm thủ tục vay trả góp ngân hàng lãi suất thấp
 | - Mọi thông tin về xe xin hãy liên hệ để được tư vấn tốt nhất. AUTO MINH LUAN. Salon hỗ trợ khách hàng làm thủ tục vay trả góp ngân hàng lãi suất thấp. Quý khách quan tâm vui lòng liên hệ MINH LUAN AUTO để biết thêm thông tin chi tiết.",Salon Auto Minh Luân
https://bonbanh.com/xe-vinfast-vf8-eco-awd-2022-6542419,6542419,"Xe 
			
							VinFast VF8 
						Eco AWD 
						2022
						- 548 Triệu",2022,Xe đã dùng,"64,000 Km",Lắp ráp trong nước,SUV,Số tự động,Điện,Trắng,Đen,5 chỗ,5 cửa,AWD - 4 bánh toàn thời gian,"BÁN GẤP – GIÁ SỐC KHÔNG TƯỞNG (đã áp các loại km)
 | VINFAST VF8 ECO 2022 – CHẠY 6 VẠN KM – ĐẸP KHÔNG TÌ VẾT! | 
 | Anh em nào đang tìm xe điện ngon – bổ – rẻ thì đừng lướt qua, phí cả cơ hội vàng! | 
 |  VF8 bản Eco – SX 2022
 |  Đi chuẩn 6 vạn km – máy êm, pin ổn định
 |  Nội thất đen sang trọng, giữ gìn như mới
 |  Ngoại hình đẹp xuất sắc, không một điểm chê
 |  Lên đời xe điện mới nên bán – xe gia đình dùng kỹ, nói không với đâm đụng – ngập nước | 
 |  Giá để anh em hốt nhanh – rẻ nhất thị trường
 | Ai xem là chốt, ai thử là mê! | 
 |  Liên hệ ngay kẻo mất món ngon!
 | Xe đẹp – giá tốt – không mua là tiếc cả năm!",GF Thường Tín
https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2026-6599245,6599245,"Xe 
			
							Ford Everest 
						Titanium 2.0L 4x2 AT 
						2026
						- 1 Tỷ 219 Triệu",2026,Xe mới,,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa,RFD - Dẫn động cầu sau,"Ford Everest Titanium 4x2 AT - KHUYẾN MÃI HẤP DẪN!!! | 
 | - Trang bị: Hệ thống đèn chiếu sáng trước LED, tự động bật đèn, màn hình cảm ứng đặt dọc 12 inch, hỗ trợ SYNC 4; đồng hồ TFT 12 inch; vô-lăng và ghế bọc da, ghế lái chỉnh điện 8 hướng, hàng ghế thứ 3 gập điện tiện lợi; sạc không dây; điều khiển âm thanh trên vô-lăng; chìa khóa thông minh; khởi động nút bấm; điều hòa tự động hai vùng; cửa sổ trời toàn cảnh...",Hà Hương
